Name,Lat,Lng,,,,,,,
"موصل, جامع يافا حي الرفاق",36.3763941,43.1692002,,,,,,,
"موصل, معمل الامنيوم وبلاستك الخابور ٢",36.376392,43.2000445,,,,,,,
"موصل, Q cafe",36.3763886,43.1806808,,,,,,,
"موصل, خالد وليد الجراح",36.3763876,43.1820791,,,,,,,
"موصل, ساحه غاز",36.3763835,43.1770702,,,,,,,
"موصل, عمادة كلية الهندسة",36.3763765,43.1478079,,,,,,,
"موصل, مذخر ادوية النهلة",36.3763491,43.180971,,,,,,,
"موصل, مكتب ظلاله الأوس",36.3763457,43.0768005,,,,,,,
"موصل, بيت منهل",36.3763382,43.094673,,,,,,,
"موصل, ابو انمار الدباغ",36.3763371,43.0741578,,,,,,,
"موصل, مهرجان الربيع",36.3763358,43.1558804,,,,,,,
"موصل, كازينو جنائن الأصيل السياحي",36.3763271,43.1109174,,,,,,,
"موصل, Dr.Service car",36.3763232,43.129044,,,,,,,
"موصل, بيت صدام الزبيدي",36.3763125,43.0703906,,,,,,,
"موصل, مؤسسة أم الربيعين التنموية للمكفوفين وضعاف البصر",36.3763112,43.1370883,,,,,,,
"موصل, Techno GYM",36.3763107,43.191875,,,,,,,
"موصل, مكتب المرشح فتحي الحديدي",36.3763076,43.2069639,,,,,,,
"موصل, دانا للمواد المنزليه",36.3763051,43.1808682,,,,,,,
"موصل, مذخر أدوية التيسير( Altayseer drugstore)",36.376289,43.183643,,,,,,,
"موصل, تل بايزيد",36.376288,43.2586526,,,,,,,
"موصل, شركة سمادار",36.3762738,43.1288279,,,,,,,
"موصل, CHAMPIONS GYM",36.3762719,43.1917586,,,,,,,
"موصل, Jaffa Elementary School",36.376266,43.1684527,,,,,,,
"موصل, طلعت فحص بلكمبيوتر",36.3762647,43.1287869,,,,,,,
"موصل, ابو تموز",36.3762596,43.0786626,,,,,,,
"موصل, اسواق علاء",36.3762561,43.0996018,,,,,,,
"موصل, شركة فن العمارة للتصاميم والاستشارات الهندسية",36.3762533,43.1294201,,,,,,,
"موصل, أزياء يويو",36.3762209,43.1316235,,,,,,,
"موصل, Hawler",36.3762143,43.1536062,,,,,,,
"موصل, روضة الرياحين",36.3762065,43.1342215,,,,,,,
"موصل, متنزه القادسية الثانية",36.3762005,43.2047405,,,,,,,
"موصل, أسواق حمودي الغذائية",36.3761904,43.1762324,,,,,,,
"موصل, شركة الخفاف",36.3761868,43.1915526,,,,,,,
"موصل, شركة ريكس",36.3761743,43.192852,,,,,,,
"موصل, التساهل",36.3761647,43.1291199,,,,,,,
"موصل, مذخر السنان",36.3761506,43.1837894,,,,,,,
"موصل, توفي",36.3761449,43.0731464,,,,,,,
"موصل, ابو حميدو الحلاق",36.3761436,43.16513,,,,,,,
"موصل, قسم علوم الأرض",36.3761333,43.148615,,,,,,,
"موصل, أسواق النشمي",36.3761225,43.07341,,,,,,,
"موصل, مَحلّة آل حامد",36.3761219,43.0947565,,,,,,,
"موصل, ساحة احمد لوقوف السيارات",36.3761168,43.1110949,,,,,,,
"موصل, University Of Mosul | The Central Library",36.3761166,43.1453229,,,,,,,
"موصل, اسواق زمزم",36.3761045,43.1358266,,,,,,,
"موصل, سنتر ريان",36.3760928,43.1355328,,,,,,,
"موصل, كازينو حمو",36.376068,43.1993587,,,,,,,
"موصل, اسواق المحبة",36.3760645,43.2004534,,,,,,,
"موصل, مديرية الادارة",36.3760553,43.1866214,,,,,,,
"موصل, College of Engineering",36.3760445,43.1476941,,,,,,,
"موصل, اسواق الوافي",36.3760438,43.2066102,,,,,,,
"موصل, Al Zuhor police station",36.3760435,43.186112,,,,,,,
"موصل, صيدلية القادسية",36.3760353,43.1991458,,,,,,,
"موصل, روضة المصطفى لخدمات الحج والعمرة/المقر الرئيسي",36.3760349,43.1355765,,,,,,,
"موصل, محل ملا حبيب",36.3760324,43.1996857,,,,,,,
"موصل, مركز الحاسبة الالكترونية",36.3760207,43.1463793,,,,,,,
"موصل, بيت علي العزاوي",36.3760196,43.0721743,,,,,,,
"موصل, أسواق علي",36.3760037,43.2128847,,,,,,,
"موصل, مكتب الامراء",36.3760032,43.1854876,,,,,,,
"موصل, قسم موهبة نينوى",36.3759989,43.1373986,,,,,,,
"موصل, الميثاق",36.375994,43.2004895,,,,,,,
"موصل, اسواق المصطفى",36.3759918,43.2005,,,,,,,
"موصل, ثامر المولى",36.375987,43.2120147,,,,,,,
"موصل, مكتب نعمت للعقار",36.3759727,43.1993808,,,,,,,
"موصل, موبليات المحبة 2",36.3759669,43.1927203,,,,,,,
"موصل, البجاري",36.3759638,43.2196147,,,,,,,
"موصل, سالم العاني ابو وسام",36.3759625,43.0776719,,,,,,,
"موصل, صالون ورد الشام",36.3759596,43.180636,,,,,,,
"موصل, مكتب اسطنبول للموبايل",36.3759593,43.1988177,,,,,,,
"موصل, مذخر الصيادلة",36.3759444,43.1846076,,,,,,,
"موصل, فلافل فراس",36.3759403,43.1994636,,,,,,,
"موصل, مذخر نايتروجين",36.3759375,43.1846094,,,,,,,
"موصل, الخيمة",36.3759375,43.0714375,,,,,,,
"موصل, علي انترنت",36.3759373,43.1999135,,,,,,,
"موصل, شعبة اتصالات الجامعة",36.3759298,43.1464973,,,,,,,
"موصل, ادارية وقانونية شرطة نينوى",36.3759222,43.1862657,,,,,,,
"موصل, كوفي الباشا",36.375922,43.1108656,,,,,,,
"موصل, قسم التصاريح الأمنية",36.3759192,43.1464247,,,,,,,
"موصل, مزرعة قجو",36.375918,43.1860444,,,,,,,
"موصل, بيت ابو محمد",36.3759151,43.072864,,,,,,,
"موصل, مطعم المجلس",36.375911,43.17714,,,,,,,
"موصل, مكتب دار الملكي للعقار",36.37591,43.135637,,,,,,,
"موصل, اسواق خليل",36.3759063,43.1999303,,,,,,,
"موصل, حلاقة علاء ونافع",36.3759022,43.1998683,,,,,,,
"موصل, بيت الشرابي",36.3758998,43.0809613,,,,,,,
"موصل, مكتب عامر المختار",36.3758909,43.2044814,,,,,,,
"موصل, مكتب علي نت القادسيه",36.3758885,43.1998032,,,,,,,
"موصل, محل ايمن",36.3758875,43.1997969,,,,,,,
"موصل, مصطفى بلا",36.3758789,43.2141823,,,,,,,
"موصل, عيادة الدكتورة منال احمد قاسم",36.3758775,43.1725693,,,,,,,
"موصل, مكتبة الميسم",36.3758739,43.2056553,,,,,,,
"موصل, زيد للتصوير",36.3758729,43.1925701,,,,,,,
"موصل, قسم الهندسة الكهربائية",36.3758634,43.1471545,,,,,,,
"موصل, اسواق ابو ابراهيم",36.3758607,43.2145775,,,,,,,
"موصل, Student Club / Northern Technical University",36.3758601,43.1500087,,,,,,,
"موصل, The door of the Technical Institute",36.375859,43.1516613,,,,,,,
"موصل, دورة الهندسة",36.3758528,43.1476638,,,,,,,
"موصل, اسواق فلح",36.3758418,43.0780906,,,,,,,
"موصل, أفران الصادق الامين",36.3758284,43.2056045,,,,,,,
"موصل, أسواق العافية",36.3758106,43.1990763,,,,,,,
"موصل, سنتر نغم",36.3758007,43.2083062,,,,,,,
"موصل, University Of Mosul | Biophysics Department",36.3757998,43.1489545,,,,,,,
"موصل, الليث لتجارة الالعاب والهدايا",36.3757849,43.1851483,,,,,,,
"موصل, coofe sultana",36.3757696,43.1108232,,,,,,,
"موصل, Cafeteria Angel",36.3757681,43.1417384,,,,,,,
"موصل, الشيخ ضبيان المشهداني",36.3757558,43.105701,,,,,,,
"موصل, اسواق عمر",36.3757532,43.1300225,,,,,,,
"موصل, مولدة سعود هلال",36.3757508,43.0796627,,,,,,,
"موصل, مكتب القلم للاستنساخ والطباعة الحرارية قرطاسية",36.3757104,43.1766085,,,,,,,
"موصل, SNPLUS MOSUL",36.3756941,43.185569,,,,,,,
"موصل, روضة وحضانة بلاد العجائب الاهلية Wonderland Kindergarten and Nursery",36.3756875,43.1731875,,,,,,,
"موصل, نافورة الشهيد المهندس محمد طيب الليلة",36.3756863,43.1475924,,,,,,,
"موصل, الجمع السكني في الاربجية",36.375686,43.2273998,,,,,,,
"موصل, CODE for Programming and Development",36.3756726,43.141822,,,,,,,
"موصل, مكتب الخدمات العلمية والاستشارية في الكلية التقنية الهندسية",36.3756676,43.1501364,,,,,,,
"موصل, الاغا للانترنت",36.3756613,43.1994386,,,,,,,
"موصل, مهند نيت",36.3756561,43.0738918,,,,,,,
"موصل, محل احذية فؤاد",36.3756424,43.1994498,,,,,,,
"موصل, كازينو الطاحونة",36.3756331,43.1104989,,,,,,,
"موصل, Fruity 2 Refreshments",36.3756179,43.1279988,,,,,,,
"موصل, Furat Hall",36.3756127,43.148694,,,,,,,
"موصل, Municipality Qadisiyah Center",36.3756008,43.1867721,,,,,,,
"موصل, Qadisiyah Health Center",36.3755946,43.1867723,,,,,,,
"موصل, تايكر نيتورك",36.375594,43.1706482,,,,,,,
"موصل, جامع عبدالله بن مسعود",36.3755801,43.2017534,,,,,,,
"موصل, داينو لأستضافة المواقع والحلول البرمجية",36.3755763,43.1418113,,,,,,,
"موصل, مزرعة الشیخ خزعل",36.3755592,43.1620588,,,,,,,
"موصل, محمد ابو الاستراه",36.3755569,43.1998459,,,,,,,
"موصل, مذخر ادوية التساهل",36.375549,43.183949,,,,,,,
"موصل, Kindergarten Qadisiyah",36.3755443,43.1867734,,,,,,,
"موصل, مكتب وسام العفاص لتجارة العقارات",36.3755441,43.1855165,,,,,,,
"موصل, اسواق ابو شرار",36.3755432,43.168174,,,,,,,
"موصل, ورشة وكهربائيات محمد الطائي",36.3755365,43.1715907,,,,,,,
"موصل, احمد سمير عبيدأغا الجليلي",36.3755336,43.1701217,,,,,,,
"موصل, شقة مطاع",36.3755192,43.1412373,,,,,,,
"موصل, مولدة اليمامة حي الرفاق",36.375504,43.1716319,,,,,,,
"موصل, المركز الدولي للعلاج بالمكملات الغذاءية لعلاج كافة الامراض",36.375504,43.1344889,,,,,,,
"موصل, روضة زمردة الاهلية",36.3754788,43.184359,,,,,,,
"موصل, مدرسة الافاق الابتدائية الاهليه المختلطة",36.3754727,43.1848924,,,,,,,
"موصل, محلات مروان المشهداني للألعاب",36.3754721,43.1853257,,,,,,,
"موصل, صيدلية المولى",36.3754691,43.1939516,,,,,,,
"موصل, اسواق دحام",36.3754519,43.2200892,,,,,,,
"موصل, العمال",36.3754445,43.1345124,,,,,,,
"موصل, Sahab Technical Center",36.3754346,43.1416468,,,,,,,
"موصل, الصيدلية المركزية",36.3754318,43.1939063,,,,,,,
"موصل, مديرية تقاعد نينوى",36.3754251,43.1871841,,,,,,,
"موصل, مكتب القلعة الذهبية للعقار",36.3754194,43.0762151,,,,,,,
"موصل, دكتور حذيفة الدباغ زراعة وتقويم وتجميل الاسنان",36.3754193,43.19378,,,,,,,
"موصل, حلاقة الامراء",36.3754155,43.137904,,,,,,,
"موصل, مكتب ايفون",36.3754152,43.1379998,,,,,,,
"موصل, مولدة الشهد",36.3754141,43.1707066,,,,,,,
"موصل, حامد الحديدي",36.3754125,43.2111094,,,,,,,
"موصل, الجمعية العراقية للتصوير - فرع نينوى",36.3754088,43.1360238,,,,,,,
"موصل, حلاقة بكر المميز",36.3753971,43.1412676,,,,,,,
"موصل, جامعة الموصل قسم الأدلة الجنائية",36.3753947,43.1455676,,,,,,,
"موصل, اسواق البركة",36.3753945,43.2119419,,,,,,,
"موصل, عيادة غصن التوت التمريضية",36.3753836,43.2083975,,,,,,,
"موصل, مول قصر الباشا للتسوق العائلي",36.3753794,43.1726121,,,,,,,
"موصل, عمر صباح للاستنساخ",36.3753773,43.1692688,,,,,,,
"موصل, ماكولات بلال ابو ليلى",36.3753687,43.1279308,,,,,,,
"موصل, باجة الاندلس 3",36.3753687,43.1279308,,,,,,,
"موصل, طلعت لبرمجة وفحص السيارات بالكومبيوتر",36.3753648,43.127954,,,,,,,
"موصل, مختبر الشرق للتصوير",36.3753586,43.1412589,,,,,,,
"موصل, قسم الطاقات الجديدة والمتجددة",36.3753568,43.1460627,,,,,,,
"موصل, طريق مختصر والمؤدي إلى ورشة الصيانة التابع إلى قسم الهندسة الميكانيكية",36.3753524,43.145886,,,,,,,
"موصل, سبيشل كيك",36.3753481,43.1767035,,,,,,,
"موصل, جمعية نور المصطفى 2 للبيع بالتقسيط",36.375348,43.1767027,,,,,,,
"موصل, سنتر ريتاج القمر",36.3753477,43.176709,,,,,,,
"موصل, اسواق مومن الطائي",36.3753456,43.0743278,,,,,,,
"موصل, مكتب زارا فون",36.375341,43.1412245,,,,,,,
"موصل, نواعم R&M Cosmotics",36.3753378,43.1412592,,,,,,,
"موصل, مولدة طيبة",36.3753331,43.1374682,,,,,,,
"موصل, اعدادية سومر المهنية المسائية",36.3753187,43.1467224,,,,,,,
"موصل, فتحي البدراني",36.3753079,43.2077326,,,,,,,
"موصل, علاوي ابن الموصل",36.3752951,43.200205,,,,,,,
"موصل, Smoke 101",36.3752951,43.1279026,,,,,,,
"موصل, مكتب ستارلايت للانترنت والحاسبات والموبايل",36.375292,43.172728,,,,,,,
"موصل, مكتب سكاريا",36.3752797,43.1984699,,,,,,,
"موصل, حكايا للشاورما الدمشقيه",36.3752732,43.1279234,,,,,,,
"موصل, سكن مطعم تركواز",36.3752706,43.1362276,,,,,,,
"موصل, حلاقة/حسين.الهاشمي",36.3752706,43.1362276,,,,,,,
"موصل, مكتب المرشح الحقوقي محمد عبدالوهاب العبيدي",36.3752706,43.1362276,,,,,,,
"موصل, شقق الخاتوني",36.3752706,43.1362276,,,,,,,
"موصل, محلات المتين لبيع الابواب التركية",36.3752706,43.1362276,,,,,,,
"موصل, بيت ثور",36.3752706,43.1362276,,,,,,,
"موصل, نادي دار الشفاء",36.3752706,43.1362276,,,,,,,
"موصل, INFINITY",36.3752692,43.193642,,,,,,,
"موصل, قاعه كهرمانه",36.3752684,43.1929841,,,,,,,
"موصل, القبطان للهدايا والمواد المنزلية",36.3752673,43.1726603,,,,,,,
"موصل, صلاح",36.3752657,43.2019031,,,,,,,
"موصل, ازياء فالكون",36.3752476,43.1416464,,,,,,,
"موصل, Mzkhr flowers",36.3752409,43.1856878,,,,,,,
"موصل, Medium Hariri Girls",36.3752342,43.1874943,,,,,,,
"موصل, كوافير الشايب",36.3752293,43.1407187,,,,,,,
"موصل, مكتب النور",36.375229,43.1937371,,,,,,,
"موصل, Haya Mall",36.3752226,43.1279291,,,,,,,
"موصل, افران المها",36.3752224,43.0799435,,,,,,,
"موصل, قاعة يردلي للاعراس والمناسبات",36.3752211,43.1935483,,,,,,,
"موصل, هيا مول",36.3752144,43.1279764,,,,,,,
"موصل, مأكولات سولاف",36.3752106,43.1279791,,,,,,,
"موصل, افران الفضل",36.3752044,43.1721842,,,,,,,
"موصل, مصرف الطيف الموصل",36.375192,43.1784089,,,,,,,
"موصل, استكانة كافيه",36.3751909,43.1930782,,,,,,,
"موصل, بارون للمطابخ والديكورات الداخلية",36.3751875,43.1930469,,,,,,,
"موصل, ازياء لارا",36.3751797,43.1412596,,,,,,,
"موصل, Al Rayan bread",36.3751739,43.1340941,,,,,,,
"موصل, صالون دزاين هير ️الكوافير ذنون ال طائي",36.3751629,43.1410784,,,,,,,
"موصل, حلاقة و كوافير ذنون للرجال",36.3751629,43.1410784,,,,,,,
"موصل, الموصل للمعلومات والتكنلوجيا (MIIT)",36.3751479,43.1416976,,,,,,,
"موصل, University Of Mosul | Chemistry Sciences Department",36.3751289,43.1450776,,,,,,,
"موصل, معرض العمري لتجارة الأجهزة الكهربائية",36.3751259,43.1936248,,,,,,,
"موصل, اسواق جنين",36.3751129,43.1819413,,,,,,,
"موصل, عصير تايم",36.3751124,43.1792377,,,,,,,
"موصل, Alshoka Apple",36.3751116,43.1414058,,,,,,,
"موصل, Dams and water resources engineering department",36.3750935,43.1486941,,,,,,,
"موصل, DIESEL POLO",36.3750865,43.1416602,,,,,,,
"موصل, MY HOUSE (ماي هاوس)",36.3750812,43.1939453,,,,,,,
"موصل, كافتريا الطاحونة",36.3750715,43.1106051,,,,,,,
"موصل, Al-omda",36.3750673,43.1418316,,,,,,,
"موصل, ام علي الخياطه",36.3750667,43.2164685,,,,,,,
"موصل, مولدة العطاء",36.3750621,43.2147166,,,,,,,
"موصل, Junior industrial",36.3750572,43.1469512,,,,,,,
"موصل, مكتبة المودة",36.3750537,43.0736614,,,,,,,
"موصل, Al-Zuhor Drug Store",36.375053,43.1855717,,,,,,,
"موصل, متوسطة النسور للبنين",36.3750447,43.1358247,,,,,,,
"موصل, محلات سالم",36.3750397,43.2080353,,,,,,,
"موصل, معرض الحديدى",36.375039,43.2080337,,,,,,,
"موصل, مولدة اليعربية",36.3750376,43.2038651,,,,,,,
"موصل, Qadisiya Mosque",36.3750337,43.1878911,,,,,,,
"موصل, House Hakam Hesham",36.3750303,43.099724,,,,,,,
"موصل, حلاقة ريكس",36.3750183,43.0997232,,,,,,,
"موصل, محلات راكان المشهداني",36.3750178,43.1850121,,,,,,,
"موصل, مكتب عمر صباح",36.3750153,43.1703469,,,,,,,
"موصل, الدكتور عماد حازم محمود",36.3750153,43.1703469,,,,,,,
"موصل, DHL Service Point (MOSUL OFFICE)",36.3750138,43.179249,,,,,,,
"موصل, فارس فؤاد",36.3750125,43.1758594,,,,,,,
"موصل, البيت",36.3750125,43.1758594,,,,,,,
"موصل, لحوم ومشويات السلطان",36.3750089,43.1724857,,,,,,,
"موصل, Aghadeer-ISP",36.3750074,43.1916589,,,,,,,
"موصل, Amer Abdullah secondary school for Boys",36.3750044,43.1356887,,,,,,,
"موصل, Mohammed AL Jalili",36.3749972,43.1802838,,,,,,,
"موصل, ركن الصحة و الجمال",36.3749894,43.1789838,,,,,,,
"موصل, ماركت عمر كمال",36.3749871,43.1867799,,,,,,,
"موصل, ثانوية سودة بنت زمعة",36.374982,43.0729542,,,,,,,
"موصل, صوفيا للأثاث ( SOPHIA Furniture )",36.3749773,43.1930421,,,,,,,
"موصل, اثاث دريم هاوس",36.3749591,43.194119,,,,,,,
"موصل, محل كوين للالبسة الاطفال",36.3749335,43.1408283,,,,,,,
"موصل, صياغة و مجوهرات هشام",36.3749242,43.1791791,,,,,,,
"موصل, إعدادية صفية للبنات",36.3749201,43.1950244,,,,,,,
"موصل, كلاكسي لاند",36.3749199,43.1789061,,,,,,,
"موصل, ابو علي",36.3749181,43.2243828,,,,,,,
"موصل, دارك بلو Dark blue",36.3749109,43.1787691,,,,,,,
"موصل, The Left Coast",36.3749097,43.1632296,,,,,,,
"موصل, كماليات عبود للسيارات",36.3749097,43.1632296,,,,,,,
"موصل, زياد الجبوري",36.3749097,43.1632296,,,,,,,
"موصل, عمر ابو ريان",36.3749097,43.1632296,,,,,,,
"موصل, دحام العلي",36.3749097,43.1632296,,,,,,,
"موصل, مدينة الموصل",36.3749097,43.1632296,,,,,,,
"موصل, قرية المنسيه",36.3749097,43.1632296,,,,,,,
"موصل, مجمع ركن القاهرة",36.3749097,43.1632296,,,,,,,
"موصل, بيت ابو علاء",36.3749097,43.1632296,,,,,,,
"موصل, محلات الطائي",36.3749097,43.1632296,,,,,,,
"موصل, ٩٤٦w+5gr",36.3749097,43.1632296,,,,,,,
"موصل, مسجد الشيخ ابو نواف رحمه الله",36.3749097,43.1632296,,,,,,,
"موصل, ابو نوفل",36.3749097,43.1632296,,,,,,,
"موصل, محمد الخالد الجعاطة",36.3749097,43.1632296,,,,,,,
"موصل, الحاج يحيى النعيمي",36.3749097,43.1632296,,,,,,,
"موصل, برج نت ال صفاوي",36.3749097,43.1632296,,,,,,,
"موصل, جامع ابراهيم",36.3749097,43.1632296,,,,,,,
"موصل, ابو اثير",36.3749097,43.1632296, Lat: 36.35623289999999, Lng: 43.1587672,,,,,
"موصل, محمد ابو علي",36.3749097,43.1632296,,,,,,,
"موصل, مدرسة الطيور",36.3749097,43.1632296,,,,,,,
"موصل, زيونه",36.3749097,43.1632296,,,,,,,
"موصل, موصل مدينة الاغوات",36.3749097,43.1632296,,,,,,,
"موصل, شركة السهل الاخضر company el sahl al akdar",36.3749097,43.1632296,,,,,,,
"موصل, مسجد الهداية",36.3749097,43.1632296,,,,,,,
"موصل, رؤيا نت",36.3749097,43.1632296,,,,,,,
"موصل, حي الصحافه",36.3749097,43.1632296,,,,,,,
"موصل, الاختيار لتجارة العقار",36.3749097,43.1632296,,,,,,,
"موصل, محمد الطائي2",36.3749097,43.1632296,,,,,,,
"موصل, Istanbul Cafe - اسطنبول كافيه",36.3749097,43.1632296,,,,,,,
"موصل, رائد طالب",36.3749097,43.1632296,,,,,,,
"موصل, consulting engineering",36.3749097,43.1632296,,,,,,,
"موصل, عالم الديكور للموبيليا",36.3749097,43.1632296,,,,,,,
"موصل, مكتب LED للألكترونيات",36.3749097,43.1632296,,,,,,,
"موصل, مختبر الاسنان",36.3749097,43.1632296,,,,,,,
"موصل, شركة البابلي للمقاولات",36.3749097,43.1632296,,,,,,,
"موصل, البان احمد الحساوي",36.3749041,43.1665957,,,,,,,
"موصل, عبدالرحمن لبيد الكهربائي",36.3748997,43.170517,,,,,,,
"موصل, موقف خاص للسيارات والتابع لإعدادية الصناعة",36.3748975,43.1472158,,,,,,,
"موصل, اسواق اشرف",36.3748859,43.2299033,,,,,,,
"موصل, دكتور محمد صالح محمد",36.3748757,43.150934,,,,,,,
"موصل, مطبعة البراق2 للطباعة الملونة",36.3748738,43.1409989,,,,,,,
"موصل, عيادة دكتور عمر نعمت",36.3748682,43.1516522,,,,,,,
"موصل, Golden -Mall",36.3748548,43.1791596,,,,,,,
"موصل, محلات الطحان والسراج",36.3748404,43.1843286,,,,,,,
"موصل, اسواق ابو هيثم",36.3748336,43.193426,,,,,,,
"موصل, بقالةكفاح",36.3748324,43.1759799,,,,,,,
"موصل, كازينو وكافيه الصياد السياحي",36.374831,43.1106227,,,,,,,
"موصل, صيدلية العلاج الممتاز - Al Elaj Al mumtaz pharmacy",36.3748279,43.1511162,,,,,,,
"موصل, مجمع لابتوب سنتر",36.3748224,43.141003,,,,,,,
"موصل, مشويات اسماعيل العمر",36.3748223,43.1417994,,,,,,,
"موصل, Biology department university of Mosul",36.374822,43.1446726,,,,,,,
"موصل, مأكولات ماشاء الله",36.3748215,43.1416719,,,,,,,
"موصل, سايدين الحديد",36.3748177,43.198042,,,,,,,
"موصل, صالون وحلاقة اسطنبول",36.3748175,43.1980355,,,,,,,
"موصل, مذخر ادوية الجود الحديث",36.3748154,43.1837743,,,,,,,
"موصل, سيف الجحيشي",36.3748125,43.1980625,,,,,,,
"موصل, شركة ابراج المدينة للحج والعمرة والخدمات السياحية",36.3748125,43.1848125,,,,,,,
"موصل, صياغة ال خروفة",36.3748124,43.1792864,,,,,,,
"موصل, اسواق المولى",36.3748105,43.141296,,,,,,,
"موصل, احذية تولين",36.3748041,43.1789645,,,,,,,
"موصل, Lemer",36.3748038,43.1788384,,,,,,,
"موصل, كلية العلوم قسم الكيمياء",36.3748038,43.1450761,,,,,,,
"موصل, متوسطه فتح الفتوح للبنين",36.3748023,43.1345766,,,,,,,
"موصل, صياغة ومجوهرات زمردة",36.3747992,43.1791468,,,,,,,
"موصل, مجمع الوان",36.3747932,43.1412129,,,,,,,
"موصل, معرض فهودي للاثاث",36.3747922,43.1943338,,,,,,,
"موصل, مختبر الشمال للتحليلات المرضية السريرية والهورمونات",36.3747915,43.1412034,,,,,,,
"موصل, فارس حسين الطائي",36.3747864,43.1735633,,,,,,,
"موصل, قيصري للاثاث",36.3747792,43.1938102,,,,,,,
"موصل, اسواق ابو سيف",36.3747757,43.1330726,,,,,,,
"موصل, Elixir.mosul",36.3747733,43.1791207,,,,,,,
"موصل, دار الطنايا",36.374772,43.1402398,,,,,,,
"موصل, University Of Mosul | Biology Sciences Department",36.3747661,43.1447316,,,,,,,
"موصل, شوبا للاحذيه والحقائب",36.3747536,43.1417551,,,,,,,
"موصل, مأكولات ابو مهند",36.3747455,43.1414833,,,,,,,
"موصل, مركز منارات للعلوم واللغات",36.374744,43.140606,,,,,,,
"موصل, IIRAM -أِرَمَ",36.3747256,43.1407723,,,,,,,
"موصل, حلاقة الامين",36.3747217,43.0802314,,,,,,,
"موصل, الارض الطيبه",36.374708,43.1417576,,,,,,,
"موصل, البسة نونو kids",36.3747075,43.1407773,,,,,,,
"موصل, تجارة ودوشمة ابو خالد",36.3747001,43.198443,,,,,,,
"موصل, جسر للمشاة",36.3746996,43.1492661,,,,,,,
"موصل, مكتب الجبال لخدمات الانترنت",36.3746995,43.1407794,,,,,,,
"موصل, مكتب المحفوظ",36.3746975,43.1407772,,,,,,,
"موصل, أسواق وعطاريه المصطفئ",36.3746942,43.1414803,,,,,,,
"موصل, حلاقة بس الك",36.3746834,43.1415597,,,,,,,
"موصل, قسم التعليم المهني",36.3746827,43.147273,,,,,,,
"موصل, FLORYAفلوريا",36.3746777,43.1939225,,,,,,,
"موصل, الخطاط رائد الحسيني للدعاية والاعلان",36.3746729,43.1414222,,,,,,,
"موصل, اكاديمية قدرات",36.3746721,43.1407963,,,,,,,
"موصل, صالون حلاقة المرسى",36.3746624,43.1404973,,,,,,,
"موصل, قاطع نجدة الموصل الايسر",36.3746617,43.1577338,,,,,,,
"موصل, مركز قمرتك لحلول التقنية",36.3746615,43.1407901,,,,,,,
"موصل, للخدمات المنزلية السرية",36.3746599,43.1709088,,,,,,,
"موصل, brian Information Technology",36.3746596,43.140775,,,,,,,
"موصل, King caffee",36.3746583,43.1106188,,,,,,,
"موصل, موبايلات",36.3746579,43.2076154,,,,,,,
"موصل, A4C Reklam",36.3746575,43.1411604,,,,,,,
"موصل, مجمع بلازا",36.3746505,43.1410679,,,,,,,
"موصل, Antep Baklava",36.3746436,43.1279438,,,,,,,
"موصل, مكتب دريم هاوس للديكور",36.3746287,43.1858305,,,,,,,
"موصل, مكتب الخطابي للعقار",36.3746265,43.0763077,,,,,,,
"موصل, حضانة الاجيال الثانية",36.3746253,43.1336653,,,,,,,
"موصل, Agricultural Mechanization",36.374621,43.1463347,,,,,,,
"موصل, Nerkal & Noon Publishing Office",36.3746197,43.1415359,,,,,,,
"موصل, معرض الحياة",36.3746132,43.1940066,,,,,,,
"موصل, مقبرة الهندسة",36.3746086,43.1459411,,,,,,,
"موصل, باب الصناعة",36.3746066,43.1476519,,,,,,,
"موصل, معهد الصحة العالي في الموصل",36.374605,43.081212,,,,,,,
"موصل, اسواق صهيب",36.3746041,43.2006076,,,,,,,
"موصل, محل ابو بشار الكماليات السيارات والدهون",36.3745984,43.1941468,,,,,,,
"موصل, مــامــيــتــو",36.3745868,43.0818219,,,,,,,
"موصل, شارع المنصة",36.3745781,43.1483196,,,,,,,
"موصل, قاعة فينيسيا",36.3745735,43.1280585,,,,,,,
"موصل, مخبز الجامعة",36.3745646,43.1412441,,,,,,,
"موصل, خدمات محمد للتبريد",36.3745635,43.1978454,,,,,,,
"موصل, عدنان حبيب صالح الشعباني",36.3745621,43.2111814,,,,,,,
"موصل, كوزمتك زمردة",36.3745587,43.140635,,,,,,,
"موصل, مكتب غسان عفاص للعقار",36.3745585,43.1875315,,,,,,,
"موصل, مكتبة دار القلم",36.3745556,43.1412306,,,,,,,
"موصل, مجمع راما للأحذية والملابس المجموعة الثقافية",36.374553,43.1405003,,,,,,,
"موصل, احمدو بلال للالعاب ahmed &belal toys",36.3745522,43.1847606,,,,,,,
"موصل, أزياء ريحانه",36.3745512,43.1404561,,,,,,,
"موصل, HEYA SHOES",36.3745511,43.1404559,,,,,,,
"موصل, اي فور سي للطباعة و الاعلان",36.3745506,43.1411882,,,,,,,
"موصل, Core.inc",36.3745487,43.1789114,,,,,,,
"موصل, Adad Gate",36.3745393,43.1543529,,,,,,,
"موصل, أسواق حسون",36.3745302,43.2002188,,,,,,,
"موصل, قسم الهندسة الميكانيكية في جامعة الموصل",36.3745285,43.1463146,,,,,,,
